trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
04b10fb6-eb7e-4c0d-a3b2-9a3cf46b3172,20:56:00,20:56:00,AK_10002,20,,0,0,4937904.1209946,0
04b10fb6-eb7e-4c0d-a3b2-9a3cf46b3172,21:16:00,21:16:00,AK_10001,21,,0,0,5480476.2125467,0
04b10fb6-eb7e-4c0d-a3b2-9a3cf46b3172,21:50:00,21:50:00,AK_10000,22,,0,0,6029368.7587912,0
0d39f00c-25cc-475b-9094-8c3f88e61dcc,15:15:00,15:15:00,AK_10000,1,,0,0,0.0000000,0
0d39f00c-25cc-475b-9094-8c3f88e61dcc,15:39:00,15:39:00,AK_10001,2,,0,0,22016.8949006,0
0d39f00c-25cc-475b-9094-8c3f88e61dcc,15:58:00,15:58:00,AK_10002,3,,0,0,71774.0933771,0
0d39f00c-25cc-475b-9094-8c3f88e61dcc,16:40:00,16:40:00,AK_10003,4,,0,0,178100.1668380,0
0d39f00c-25cc-475b-9094-8c3f88e61dcc,16:55:00,16:55:00,AK_10004,5,,0,0,308272.8117816,0
0d39f00c-25cc-475b-9094-8c3f88e61dcc,17:15:00,17:15:00,AK_10005,6,,0,0,476130.1834573,0
0d39f00c-25cc-475b-9094-8c3f88e61dcc,17:45:00,17:45:00,AK_10006,7,,0,0,687297.2871789,0
0d700724-2af2-4729-aa4b-a9ef0bfbecdd,17:15:00,17:15:00,AK_10000,1,,0,0,0.0000000,0
0d700724-2af2-4729-aa4b-a9ef0bfbecdd,17:39:00,17:39:00,AK_10001,2,,0,0,22016.8949006,0
0d700724-2af2-4729-aa4b-a9ef0bfbecdd,17:58:00,17:58:00,AK_10002,3,,0,0,71774.0933771,0
0d700724-2af2-4729-aa4b-a9ef0bfbecdd,18:40:00,18:40:00,AK_10003,4,,0,0,178100.1668380,0
0d700724-2af2-4729-aa4b-a9ef0bfbecdd,18:55:00,18:55:00,AK_10004,5,,0,0,308272.8117816,0
0d700724-2af2-4729-aa4b-a9ef0bfbecdd,19:15:00,19:15:00,AK_10005,6,,0,0,476130.1834573,0
0d700724-2af2-4729-aa4b-a9ef0bfbecdd,19:45:00,19:45:00,AK_10006,7,,0,0,687297.2871789,0
18151e92-6d9f-4ec5-94b4-ffd481845dd5,11:20:00,11:20:00,AK_10000,1,,0,0,0.0000000,0
18151e92-6d9f-4ec5-94b4-ffd481845dd5,11:44:00,11:44:00,AK_10001,2,,0,0,22016.8949006,0
18151e92-6d9f-4ec5-94b4-ffd481845dd5,12:03:00,12:03:00,AK_10002,3,,0,0,71774.0933771,0
18151e92-6d9f-4ec5-94b4-ffd481845dd5,12:45:00,12:45:00,AK_10003,4,,0,0,178100.1668380,0
18151e92-6d9f-4ec5-94b4-ffd481845dd5,13:00:00,13:00:00,AK_10004,5,,0,0,308272.8117816,0
18151e92-6d9f-4ec5-94b4-ffd481845dd5,13:20:00,13:20:00,AK_10005,6,,0,0,476130.1834573,0
18151e92-6d9f-4ec5-94b4-ffd481845dd5,13:50:00,13:50:00,AK_10006,7,,0,0,687297.2871789,0
182c5fa1-4c6b-4aef-ad90-f48dcdf919e2,10:20:00,10:20:00,AK_10000,1,,0,0,1.6110775,0
182c5fa1-4c6b-4aef-ad90-f48dcdf919e2,11:01:00,11:01:00,AK_10002,2,,0,0,52425.5252980,0
182c5fa1-4c6b-4aef-ad90-f48dcdf919e2,11:43:00,11:43:00,AK_10003,3,,0,0,110573.8943867,0
182c5fa1-4c6b-4aef-ad90-f48dcdf919e2,11:58:00,11:58:00,AK_10004,4,,0,0,135765.8159652,0
182c5fa1-4c6b-4aef-ad90-f48dcdf919e2,12:18:00,12:18:00,AK_10005,5,,0,0,174838.2642053,0
182c5fa1-4c6b-4aef-ad90-f48dcdf919e2,12:45:00,13:00:00,AK_10006,6,,0,0,218974.2852748,0
182c5fa1-4c6b-4aef-ad90-f48dcdf919e2,13:23:00,13:23:00,AK_10007,7,,0,0,245151.4817941,0
182c5fa1-4c6b-4aef-ad90-f48dcdf919e2,13:43:00,13:43:00,STOP_1473616,8,,0,0,272888.6970958,0
182c5fa1-4c6b-4aef-ad90-f48dcdf919e2,14:40:00,14:40:00,AK_10015,9,,0,0,363581.3153505,0
182c5fa1-4c6b-4aef-ad90-f48dcdf919e2,14:56:00,14:56:00,AK_10016,10,,0,0,385797.3780225,0
182c5fa1-4c6b-4aef-ad90-f48dcdf919e2,15:40:00,15:40:00,AK_10017,11,,0,0,450149.9207786,0
182c5fa1-4c6b-4aef-ad90-f48dcdf919e2,16:59:00,16:59:00,AK_10018,12,,0,0,581791.2781849,0
182c5fa1-4c6b-4aef-ad90-f48dcdf919e2,18:03:00,18:03:00,AK_10019,13,,0,0,677275.4749817,0
182c5fa1-4c6b-4aef-ad90-f48dcdf919e2,18:24:00,18:24:00,AK_10020,14,,0,0,689673.9842186,0
182c5fa1-4c6b-4aef-ad90-f48dcdf919e2,19:20:00,19:20:00,STOP_1473715,15,,0,0,726131.7700991,0
23ed596a-6fd4-4f8b-ac03-383d73eae3d9,08:10:00,08:10:00,AK_10006,1,,0,0,0.0000000,0
23ed596a-6fd4-4f8b-ac03-383d73eae3d9,08:35:00,08:35:00,AK_10005,2,,0,0,43311.4107660,0
23ed596a-6fd4-4f8b-ac03-383d73eae3d9,08:57:00,08:57:00,AK_10004,3,,0,0,125177.0133281,0
23ed596a-6fd4-4f8b-ac03-383d73eae3d9,09:10:00,09:10:00,AK_10003,4,,0,0,230344.0930456,0
